LOC111099063	GO:0000209; GO:0000413; GO:0003755; GO:0006457; GO:0034450; GO:0071013
LOC111100101	GO:0000978; GO:0000981; GO:0005634; GO:0006357
LOC111100129	GO:0003924; GO:0003924; GO:0005525; GO:0006412
LOC111100257	GO:0000209; GO:0000785; GO:0005654; GO:0008270; GO:0043161; GO:0045893; GO:0061630
LOC111100268	GO:0033178; GO:0033178; GO:0046961; GO:0046961; GO:1902600; GO:1902600
LOC111101967	GO:0000209; GO:0017148; GO:0030371; GO:0043161; GO:0061630
LOC111103246	GO:0005096; GO:0005737; GO:0005886; GO:0017157; GO:0019905; GO:0031201; GO:0045159; GO:0050708
LOC111103630	GO:0000815; GO:0005771; GO:0015031; GO:0032509; GO:0045324
LOC111103655	GO:0003723; GO:0016607; GO:0048786
LOC111103673	GO:0005515
LOC111104338	GO:0005975; GO:0006865
LOC111105474	GO:0000978; GO:0000981; GO:0001707; GO:0001708; GO:0003007; GO:0005634; GO:0006357; GO:0045893
LOC111106222	GO:0008270
LOC111107462	GO:0004697; GO:0005524; GO:0006468
LOC111107816	GO:0005886; GO:0033211; GO:0038023
LOC111107987	GO:0000981; GO:0004930; GO:0005515; GO:0005634; GO:0006357; GO:0007186; GO:0016020; GO:0030154; GO:0043565
LOC111108281	GO:0004672; GO:0005515; GO:0005524; GO:0006468; GO:0007165
LOC111110034	GO:0001669; GO:0005515; GO:0031514; GO:0060271
LOC111110081	GO:0005515; GO:0008270
LOC111110307	GO:0005506; GO:0006699; GO:0008395; GO:0016705; GO:0020037; GO:0042632
LOC111110485	GO:0004565; GO:0004565; GO:0005773; GO:0005975; GO:0005975
LOC111111376	GO:0005515; GO:0005643; GO:0006913
LOC111112210	GO:0003712; GO:0003712; GO:0006357; GO:0006357; GO:0016592; GO:0016592
LOC111112304	GO:0004222; GO:0004222; GO:0006509
LOC111112700	GO:0004843; GO:0004843; GO:0005515; GO:0005829; GO:0007032; GO:0007265; GO:0014069; GO:0019897; GO:0030496; GO:0031313; GO:0043197; GO:0070536; GO:0071108
LOC111113186	GO:0005044
LOC111115247	GO:0005730; GO:0008168; GO:0070475
LOC111115975	GO:0003756; GO:0003756; GO:0005788; GO:0015035; GO:0034976
LOC111117352	GO:0000978; GO:0000981; GO:0000981; GO:0005634; GO:0006357
LOC111117736	GO:0008270
LOC111117740	GO:0000209; GO:0008270; GO:0017148; GO:0030371; GO:0043161; GO:0061630
LOC111117762	GO:0000209; GO:0017148; GO:0030371; GO:0043161; GO:0061630
LOC111117955	GO:0005515
LOC111118337	GO:0016020; GO:0016020
LOC111118348	GO:0003735; GO:0003735; GO:0005840; GO:0005840; GO:0006412; GO:0006412; GO:0022627
LOC111118933	GO:0005509; GO:0005886; GO:0007156
LOC111119190	GO:0004586; GO:0005737; GO:0033387
LOC111119206	GO:0005509; GO:0005509
LOC111119660	GO:0005856; GO:0035869; GO:0036064; GO:0090090; GO:0097546; GO:0097730; GO:1904491
LOC111119762	GO:0005509; GO:0005509
LOC111120648	GO:0000381; GO:0003729; GO:0005634
